objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,redshift,class
1235563283918361424,258.53179550379707,21.755547819054378,12.115992142585263,12.049981728615272,23.43790421050265,11.351452553606105,20.80539038820425,1241,301,6,660,3.2448339992421724e+18,5.23498721151246,STAR
1232450070360313192,36.01467185396799,35.737521610941016,15.550106412075007,14.319575222902396,18.648332207382595,19.226384421900544,15.973775103909855,1131,301,1,298,3.8110137778806426e+18,3.3308905322653146,STAR
1234154713237590163,156.73423937840897,31.38888262936413,13.427682318828683,14.769021567350618,21.763389313830075,16.298170312891937,20.77834657588043,364,301,6,734,5.396063274291888e+18,1.5200068990551112,GALAXY
1237170858220672062,179.78376070832908,38.960459817921034,14.946144350937265,19.717619768480123,14.234846874728916,22.6086058929237,17.45796437029633,1072,301,4,352,4.986272101621586e+18,1.8361818742147988,GALAXY
1234462025630699846,243.45116207067,-2.65583927623073,17.400272598165515,17.28863278085965,19.236367988462128,19.899652462679747,12.05544628999871,688,301,3,222,2.826948046069363e+18,1.262833759608422,GALAXY
1231134831154891421,204.6112812079039,-2.6029223140009954,14.807710168405613,16.34857273204912,24.039705229741234,27.410731548885142,16.657885951460532,1380,301,5,304,5.886692731366566e+18,5.065429614123264,GALAXY
1234759908779978032,170.2494951085098,47.67644747194114,14.730719097601721,13.016404513621264,14.785598212333525,21.16879061862709,17.64252343381756,758,301,2,183,3.54961532870155e+18,4.7776874161598775,GALAXY
1237689625169733084,37.436703836654914,9.098288799058547,19.926005862716018,15.128834716102535,16.496130610662618,21.752176423811612,18.345220127963614,1228,301,6,731,4.500216987722587e+18,3.4018476365727217,GALAXY
1237143655192730767,102.18084624152978,42.61048774002011,17.750517781810288,12.286114828802944,17.048201224956603,19.843923147095953,22.134599418420294,1146,301,2,468,3.7604214739962225e+18,0.41928145893080343,GALAXY
1237157440967826450,42.98809392209228,34.90004148777618,16.11089369480041,18.093483347778943,16.982946950112016,16.28709328395515,13.202687066414885,446,301,3,474,7.494755729052329e+18,4.2343915067098665,STAR
1235145788695347968,230.06560858130945,66.6709964125375,16.635005207980637,13.302213617549983,19.808093724136686,21.720253684596827,18.272335873819475,874,301,6,563,5.252732089806307e+18,4.372977664451286,GALAXY
1232527011499971954,196.90453120203802,55.98462915846355,16.961461052150486,16.75548560757121,17.119013205642492,16.659497765054287,20.02426914899226,1299,301,3,138,9.356196356279738e+18,4.0138464455713,STAR
1233022207543667697,198.89927027290176,25.158820057188507,12.196603191526735,17.595132306050548,20.762708454409847,23.194918509786117,21.679459866048894,518,301,1,332,4.824778749349144e+18,0.9155187832289052,GALAXY
1236143914128479344,172.3686424789331,39.99813586680104,12.64211672420198,14.932073021655885,18.299284267899683,15.026389434170063,17.3036731150329,1342,301,2,489,8.467966212413935e+18,1.5073404372551262,STAR
1236870236116298973,135.77497130805085,3.5621303774594573,17.193514810853216,17.060745216795535,14.049137046453094,17.250243261299264,13.567406381059769,674,301,1,731,5.560630339682562e+18,4.346344649504274,GALAXY
1231291538607793074,45.79270698480129,23.20618113625381,14.91575087078651,18.11386289317346,24.33138706112945,20.92202155122771,20.8121856059422,340,301,3,498,8.491500621121847e+18,2.3710548782498364,GALAXY
1235303495772654855,91.08311144967304,48.57380509956082,12.4435523218554,13.472990360847906,15.113712464815539,21.684358940603737,21.860574556571837,1011,301,6,119,6.389677172293914e+18,1.2925377730106846,STAR
1238439422082363446,42.50277970417642,40.455025641391714,14.380105968413009,16.806882630699878,19.312109063014965,22.36641864138854,12.276417260698192,1158,301,3,447,1.4061075365498847e+18,3.4337028612016107,QSO
1234841284010611465,190.67811199879048,30.366406679547122,13.04226736337112,17.87106508352695,12.789022489148715,22.905379968130323,13.75660203600361,664,301,3,118,1.161239595373809e+18,3.173953353586556,GALAXY
1234369226840014802,48.37765155754526,7.886624595844843,19.33051073781057,14.856384715333007,23.94208184099427,16.41120841280415,21.45755913819423,950,301,5,29,7.30867816798068e+18,2.7768837930106374,STAR
1238206125691164833,184.93261464326474,53.62965260950076,13.62340314042492,13.299929264932363,24.063949127570687,26.173798929791136,16.812986793541434,601,301,5,657,6.569874069166828e+18,1.83755592977552,GALAXY
1239796080812027872,182.44835817816798,14.941162122045116,13.14952957915242,14.288928168995387,16.73907101127637,11.508871340326067,13.02920512761041,1373,301,1,125,4.431842024303173e+18,4.143812593417421,STAR
1232802319560494470,123.7447287058048,54.8949729613194,17.009350536708933,19.464597334718633,13.572742094573787,14.20330894631167,18.743535161634956,792,301,3,692,4.2377960391501635e+18,3.0429041623876123,GALAXY
1235395261698266946,42.07762083774918,39.647461584034524,16.17529544221466,14.859583638127496,22.009793513402236,12.192393932649379,16.499467099490023,551,301,1,262,6.35904163689721e+18,4.63002973465304,QSO
1230327355988506366,87.32980818577725,22.20939424026148,16.607459632286336,12.861604702071055,15.409284790912938,22.41612853055697,22.61551273324797,670,301,1,254,5.392601975527215e+18,4.438625415651171,QSO
1233307316352196935,88.66346348703897,-2.0358187969206205,15.487585184322523,12.661812061194631,21.108003286421077,15.65230902007886,13.672569892074392,815,301,6,129,2.156149168647496e+18,5.044046032878906,STAR
1232054912368643300,184.49705355210995,11.966575637139512,15.737354487457036,13.44396052595075,23.896926562561394,14.385609623315805,15.345942422515003,748,301,6,211,8.326602073480737e+18,3.961527974767724,STAR
1237422118195449435,36.66324089225853,59.90217756063596,18.230380446777037,13.020098685518015,19.673097750727486,19.171347288751846,12.99381449530787,795,301,5,460,6.748153719093673e+18,0.7367226114771267,STAR
1230149945849828439,216.92529884645487,54.71212710438737,13.759377478605339,15.960349279657091,23.19608764312965,21.52380786970131,11.596790494187287,1138,301,4,395,6.274176506726625e+18,1.952509524783564,GALAXY
1234200648984607533,199.7738371268503,36.96429184418915,15.172234422649872,14.780411553404871,14.920429879429735,21.527183517314413,14.286839918920878,853,301,5,121,4.668260418880211e+18,4.025994297580913,GALAXY
1232614548296118159,54.949343379917025,29.04153986923527,19.662603079423594,18.731245237466112,23.835599768403064,20.47669300058603,20.8379352848537,781,301,1,572,8.971336977453857e+18,0.7181736756047131,STAR
1232146951677997237,189.22942420828014,42.24141559109797,13.519885609488362,19.048628259449742,14.946379176023092,27.863768120335365,14.206795622168409,785,301,5,244,3.985189830533713e+17,3.619456377424752,STAR
1233301688780849974,176.4653217298911,29.03611333256101,14.350188760334937,15.78623510310224,14.935401464357243,25.62365121163691,19.356116743518413,552,301,3,542,6.703914661054787e+18,1.7545472513273503,QSO
1235655916302831945,196.52644162795343,42.03425337249724,13.532535394287924,19.108216836516757,23.438295479445284,15.060623486980852,17.312281430591366,466,301,3,729,9.31096829898018e+18,1.2591524601143609,GALAXY
1233044075778231919,55.60999597307101,17.440499275191527,12.163963970865085,15.603693109848079,19.213745294534807,23.89817641407685,17.2365202060539,1234,301,2,198,5.717134138107386e+18,2.913727879095817,GALAXY
1230622476666520860,47.71276118343009,56.21029690753768,14.158639400333364,17.135696991562867,22.39274098114246,20.678052773656407,20.378519089521937,551,301,4,25,5.740226624393748e+18,0.47786610256108303,STAR
1239705095809060945,67.59396445253407,46.24000622296447,12.371739567697913,13.300278661182006,22.4323537049308,12.198823830320935,18.41321437412016,555,301,5,559,7.579779925387144e+18,3.711132796540426,STAR
1231726241461675904,100.19966919354187,19.088220875221502,13.237481011253067,12.420660494575003,20.41049715930434,11.84287844368627,12.918268746152675,1394,301,4,281,5.1841677494494074e+17,2.176067733544574,GALAXY
1231120602600528580,208.0035752210219,55.638626382111205,14.901456560540918,13.28068141123838,14.457958391673026,24.593523898369103,13.649171156758744,1193,301,2,252,1.3587976426665014e+18,3.194968885906979,GALAXY
1230377765291052554,193.9568322446702,30.57600475228206,12.165769736551667,14.014761886763251,20.997222455372793,20.264841724490907,17.52541612647232,485,301,3,448,8.054605284784612e+18,0.46293467860294585,GALAXY
1238323122780646518,241.21380125419034,7.748637125834689,18.023652527445734,18.00785514432276,12.827250667933685,20.712523110527023,21.143775802425054,1220,301,1,401,6.323520814036273e+18,2.3437291309863286,GALAXY
1238956122776323603,22.774648892851094,0.6730097262574463,18.364712110156376,13.388041939691764,14.608684600193024,16.716573932836994,12.827831150241714,1098,301,5,632,9.310930975108661e+18,4.197337844634351,GALAXY
1232314490638926628,10.91218281557477,46.07121957751709,15.291310419346903,13.045237564288257,20.35785382080189,26.815917209125217,12.2827438831603,1052,301,6,712,4.0348530643186616e+18,3.7959104473000687,STAR
1234278911736874239,184.18298508460137,58.153818707184776,19.877327834994155,19.42087503303559,23.801527359693637,23.126912298256304,17.210462192884957,1154,301,3,525,4.398318521599588e+18,2.878061751650533,GALAXY
1235337980187030408,78.38044894012975,53.943265167401684,17.431951318461593,17.510419378751536,22.03200652527016,26.772132419067397,13.263811189317245,460,301,2,446,6.386900441693615e+18,1.0252810528411263,GALAXY
1239600571404310370,92.18788167452202,42.862525206217086,17.949773983845994,15.786444685826243,16.32195085975463,12.687543376070504,22.93082793567983,461,301,1,681,1.9558107978160212e+18,3.1532880300378303,STAR
1233894418536656377,145.7941105304571,5.320379059148067,13.538403389329067,12.759747145726068,22.708123148742498,20.923398939144402,11.052299494374866,1204,301,3,252,2.9406846567005297e+18,3.6195554083067947,GALAXY
1238572991436665424,33.80810702795323,1.8652175462957086,18.699500982573706,18.81432729257085,24.56576479978076,21.83796324706946,16.38635876395775,574,301,3,123,8.189440536447761e+18,2.991373379988534,GALAXY
1235606175996820637,169.95899297010854,20.18716247985595,19.56037118417205,12.866067446310915,16.315354434550386,13.14188648690772,12.950497456897725,1316,301,3,636,7.66294914465515e+18,4.041590488881589,STAR
1232333679007369274,89.93715645024986,57.40849499911012,13.890481332590333,16.888372253942848,14.42873061252675,16.88650479776257,19.172946287056806,1335,301,5,481,5.53628060834384e+18,2.007585849282019,STAR
1230386948511809238,167.44421132384988,65.20674773238649,17.49171435509104,17.341411940971895,14.567687937039128,14.651673902368838,18.561614209217872,632,301,5,615,3.5887259531106447e+18,2.1101353099748748,STAR
1230932932103344863,218.16974209449322,12.619342403836201,17.97552838930665,15.201110441199898,17.204207096980138,27.735802584901048,20.6848140591815,885,301,6,237,6.133989929199849e+18,5.03856478765121,GALAXY
1237541346178592625,51.120056001032275,50.63298395246556,14.441353374476392,19.2897338000366,12.680204301066274,20.238058249583844,17.760835988336115,1186,301,1,96,1.881149051044184e+18,4.868178223509257,STAR
1230154423455149264,242.58001941445912,36.89245283422602,15.800072020578371,12.405604893672155,18.34084547818216,16.35943552064348,13.272422734592684,711,301,5,227,4.2714439670104643e+18,0.9666024748619688,GALAXY
1232262853950059016,141.73341154773584,-2.67806220331018,12.780312748645793,18.544935246389514,21.51988101046808,22.296443084770416,11.639776755887436,1032,301,2,67,4.912033243575652e+18,1.310220869445003,STAR
1231386923185691848,240.57779682384003,34.63289354510461,13.384758431676063,16.430355186065597,18.89597401765283,22.21230954722912,19.665761288617166,1236,301,1,705,4.5312256165571215e+18,3.0342583218998005,GALAXY
1230501390755289753,60.34798071484809,53.83364941822293,12.492564189177557,16.889629795260927,24.610653203479647,16.904616391022746,16.279062354424696,1082,301,3,285,4.1389339143668383e+18,2.9835806958836772,GALAXY
1235525844366452764,160.34979148026787,15.156963184113936,16.48132392436235,19.8946044998588,18.002110358252253,27.89668860273515,13.666554001256742,667,301,2,747,3.743731364548923e+18,0.41671440483034566,GALAXY
1234359089137641599,109.77955356554838,60.50739854984365,17.002103178218157,16.66118242494258,12.172364986844723,24.752346902312883,14.021861596082044,1153,301,3,651,5.601601906638769e+18,4.889583430735583,GALAXY
1236356704061218856,203.10399217131533,12.247009701848494,19.328956667469864,18.376223884499144,18.11161661101549,17.80540888628443,12.788321148643123,719,301,1,594,3.578433978886145e+18,4.139722704266636,GALAXY
1238615843575256740,160.6890536897507,0.5825386830159646,16.33747848498881,13.228246125758165,24.08846803299755,22.221008853048392,14.40296401268973,1333,301,6,310,5.706722895751321e+18,4.262348878769455,STAR
1230981419343600613,132.61789515349625,6.675569589088174,14.0848909664648,18.474316736878542,13.24619759659815,23.07917358639134,20.504256714110344,1221,301,3,24,5.067215352677847e+18,3.699050517552865,STAR
1236762366335762036,238.0723224206142,56.101209416627036,12.47578837272895,18.08858325779333,14.898576934933766,13.954880834272497,18.447920779820784,508,301,4,139,3.5382965143436134e+18,0.8877330074166427,GALAXY
1234678873549128021,103.03350017126341,25.463332089885565,19.079624422006695,19.744880586941477,21.30227046462526,25.92870592616721,22.848779716003882,920,301,2,714,7.496189197909697e+18,1.9451068584464917,GALAXY
1233078444711725082,63.435011634341734,53.17702614438101,15.830864628224427,19.485685079754564,15.823308912102462,25.04264276830616,17.291374821614312,921,301,6,440,6.92162658057114e+17,1.7432571607801568,GALAXY
1236446079496039824,161.24149908672712,33.780013452240446,17.89857591553857,13.711892364091245,21.948131949043955,23.846473822162547,17.257875757364694,379,301,6,606,2.771145319426947e+18,5.287638160516033,GALAXY
1236014173001183933,165.25516616754908,30.080816109993492,12.117194788764712,15.719465034114625,17.45121508741904,14.78549303773317,13.296632735964202,1380,301,6,338,4.842790547278249e+18,0.6019968561807845,GALAXY
1236696547316829741,118.6518446361126,53.90466005894997,15.90511138131534,19.291865425382827,22.348872622698227,13.316246851726339,18.037466342399416,626,301,1,306,8.67002239682192e+18,2.9668799538273505,GALAXY
1231678126846791809,130.62573100972435,25.914595655003442,14.60578098533199,17.126120557661157,19.16992816143605,14.069317423074015,18.30041195742137,731,301,1,175,9.599806716250962e+17,4.128916455420702,STAR
1234938988874405685,249.8074604035748,53.548389367844884,12.242650180910616,15.709603154182961,13.072092233142833,12.581319757385486,13.478372768525684,1412,301,3,249,5.652409686211597e+18,2.174970423510533,GALAXY
1234278307410989084,192.63679423199392,2.3483380423315285,18.205382456579667,12.871510092806645,17.019771312122245,26.98494410945829,12.055592890715303,1318,301,3,61,1.8585623344695652e+18,2.8169495545451646,GALAXY
1233762528427383459,35.87164137360941,41.45068953436572,16.103213223148906,14.814060537889837,16.33222829079195,25.475405643093517,15.425255510643968,720,301,2,130,4.1071567345385024e+17,0.8843889095279768,STAR
1235458459855577274,61.456777859393966,46.288855128294884,14.665441943929046,17.321919593228632,22.53105555152528,12.543250936941412,13.065241492158561,370,301,5,59,8.247445844796044e+18,1.1092704277895413,GALAXY
1234551044457790183,253.84531187776085,60.634109918347214,18.446387871259194,18.215315855603976,20.12341799701626,22.525502002102364,17.03845502580228,449,301,2,285,8.337931001920359e+18,3.7187874604875835,GALAXY
1238567812919054390,191.06931955596988,11.375646066282231,15.575387614801333,15.57733531207402,22.10621051057134,15.174984954093196,17.31331791688241,409,301,6,607,2.819856245843309e+18,3.872433180450928,GALAXY
1235650343590326677,238.5913717884526,39.10805124677816,12.02798365094641,12.446755944088665,16.837946865888103,11.29365210630293,18.297870405866572,1406,301,4,538,8.191917865115721e+18,2.984459455512339,STAR
1232771063437483319,84.57308892515796,26.627729149313282,19.555581056306604,17.06537745815624,20.992662370910296,15.970666337965735,18.23397196374573,507,301,2,71,3.75770827202513e+18,4.8433461117313685,GALAXY
1231782446946838265,194.95044874182125,22.94233085471412,14.045461923699083,19.372691137799066,12.84804703229826,18.48051117831749,19.098537559208715,482,301,3,72,7.325069338403084e+17,1.9898247131289366,STAR
1236481495811063027,187.9286825479249,2.790089530472895,18.644604176506732,15.971285991243867,12.477404949211055,11.340648696554744,13.765458647984804,619,301,5,378,2.356462936580919e+18,3.882087891586165,GALAXY
1235026683502091770,82.26187633072252,4.799033133430784,18.531323072650185,19.427397610314344,15.737082394258579,16.503240524072883,19.770116379894358,1135,301,5,402,6.265372923334594e+18,3.8785272840558256,STAR
1233009827846002666,146.80571401357776,56.10015768567818,13.29899145088585,14.832805789300336,22.058089303698424,22.905994697908902,17.297880056767596,1329,301,2,426,2.1897805262407695e+18,2.4751142855592483,GALAXY
1234787143160543432,166.1086080401144,49.73200055976603,15.792021449718213,19.090926159491353,18.94313720024735,14.883283803586371,16.247671529208752,1246,301,4,682,5.590866364794356e+18,4.431498575495842,STAR
1237459746049662401,129.2452163285212,22.910902511250338,12.321591827987945,18.290718021057472,17.314683278965767,19.243180580538578,18.774745066022653,1341,301,2,653,1.9727293509299779e+18,2.8103201491797254,GALAXY
1232821296776382536,216.44903407781922,55.47952044144305,14.836413383107697,19.693932399520023,23.65625016970901,26.08887552161985,17.0151282788888,590,301,1,132,2.2101884797605988e+18,3.347884731302645,GALAXY
1236901465716490300,217.88299853309334,0.8959314921212266,17.84783074695696,18.328169881683422,18.46570084777808,11.4826467145527,17.308016363848225,851,301,5,714,6.49369168805342e+18,0.2308949203258573,GALAXY
1234741272206946328,222.3513381719923,40.60849594342131,13.896555760882862,14.57183799704375,19.97405886938044,24.35583147519534,11.278973692742266,945,301,1,209,8.278714250220261e+18,3.6918352585286875,GALAXY
1235686837673746210,210.46273941273702,58.37685184814305,12.937023445938479,19.20454021839454,24.815771981024774,17.52617800181555,20.62444197650284,328,301,4,729,7.160518961738552e+18,3.4819016464398387,STAR
1236650584920434098,130.99703625368045,56.23708886528121,16.05698840748007,17.357848611689114,18.791095617082878,20.19954814761409,16.09011036675656,1048,301,4,625,8.308696066217187e+17,4.851091424677031,GALAXY
1237137347030505995,104.12245113354982,22.21314147575577,16.295891074989058,13.296554605929899,22.185533989975987,14.924819370243776,17.216917896117987,519,301,3,128,8.764074237386066e+18,0.7499894718903072,STAR
1235928545059347248,217.50682349602138,49.4020712731602,17.406631450569265,12.367720637914882,17.379732221894926,20.84212383122669,15.678926345419654,482,301,2,339,1.77027429441527e+18,1.0139546136615205,GALAXY
1231842492823458832,131.53076755617926,26.205174622951063,18.073101974420727,14.926764833186283,12.472425532120305,23.421894041951354,17.618365694089206,383,301,2,672,6.969635987692867e+18,2.5716369791042277,STAR
1230775472196128312,70.08559245425143,56.3300860004663,17.56647625011724,18.29491319785342,22.848136912805714,14.426144804516436,11.6485086343622,699,301,6,211,6.97495552428432e+18,1.8546556915482486,STAR
1233083411338810635,135.8505701451985,33.745622361316684,18.763297666358806,16.945716763575355,24.277259721437346,16.835569902027952,15.606908736796829,971,301,2,487,4.43974463349509e+18,0.7452440188071523,GALAXY
1239339864628850234,43.74615512364901,50.834564584668,13.78325171425632,16.217017277834735,17.646966317030603,20.645442961033808,19.024133505512317,883,301,1,522,5.471765553938141e+18,0.815534681394439,GALAXY
1236702180722893288,182.2906316308973,0.7357255072920352,16.55813396973197,12.029821076722065,18.54727149150125,18.085276947728804,22.261353245809698,591,301,6,412,1.1789268346509097e+18,3.8244854926961587,STAR
1236720412827151647,92.65216296922439,38.07189592744699,14.880762859370602,15.48400561678994,17.51379270785765,15.983598924109785,21.19016290649942,543,301,4,378,9.221043178058448e+18,4.0039767723096835,GALAXY
1239168868645303311,73.68601720875849,35.170744955261725,19.69689885601314,13.26178710980199,24.9597756155331,18.6786863592469,22.55381636711276,1078,301,6,602,8.923830831573943e+17,4.770420153090611,GALAXY
1238183420229624208,249.04020405115574,39.52830068666669,15.52223618731859,15.636539176905503,23.743693696385595,15.944072042070186,20.37817581220661,1080,301,4,69,8.645403875833653e+18,1.657958400496605,STAR
1238286990417478022,203.77401093109353,45.78183737783808,19.677711465068455,19.934162575902693,12.534318811196918,16.131850917371324,18.591407273885608,1177,301,6,328,2.582685625217518e+18,2.4243995822861284,STAR
1232852634518380038,206.34151468643077,62.02195481249236,18.152525232472847,19.03631058495943,22.127242712535512,21.38077251398533,16.079269308825783,672,301,1,58,3.8884054331181005e+18,0.7388735150479768,STAR
1238743901406833522,165.17793625835424,52.354791969650265,17.74771089654959,14.485044832852648,19.81087768044355,19.110109618418868,12.477708722837862,798,301,2,340,7.249109018580685e+18,0.659032190285661,GALAXY
1236550827665236794,219.47154824859487,11.033573374748043,15.932509695374616,16.748059143703454,12.326842149113268,22.5102278189401,14.009625644368345,840,301,2,614,8.361508511554697e+18,0.05592813939353635,GALAXY
1239530440348633707,199.30894525317208,55.29042765832301,15.547025074044818,16.01676186731134,17.781259612870592,25.236564982503328,14.254100556884445,981,301,1,492,6.676481605193329e+18,0.9028531000942178,GALAXY
1238295520944971564,158.89097344167138,3.911816465901982,16.212385500147256,13.040376041717462,13.946250592952989,27.030410586691254,16.134596227803286,668,301,6,69,1.4140725465809994e+18,1.4942117094528362,STAR
1230575763735083993,250.20334926663276,40.42049675428008,14.349064503415626,19.918452126521476,23.34962082287179,13.572972623264548,18.318091653952838,673,301,6,549,3.5285194634772577e+18,3.0226880035834727,STAR
1232903494118628310,56.2819273204746,59.44102800195385,19.236079518707733,15.401401252906327,12.165083838088274,21.645235868169156,18.423942153796034,678,301,3,598,5.894045911453067e+18,3.3225214658104285,GALAXY
1237909820243160579,245.73168918667727,2.381909957687988,18.35464524212293,16.045272296574634,23.350375499002784,20.90079215044144,16.46651164927528,1118,301,3,653,9.344942729622278e+18,2.927434335455065,STAR
1237251935189278092,109.16241682371397,57.02756369164902,18.41116683460035,17.18079449848752,24.2309089324527,25.738069355530584,14.295725108071453,988,301,6,189,4.014910878532018e+18,0.16930207097227465,GALAXY
1234345336210645484,141.15654381717462,53.29931359880793,15.465228763595489,13.532356265044942,12.948798064438115,26.230128386969156,11.6779329422675,386,301,6,601,3.0736328400429266e+18,2.7840933131571197,QSO
1239917034034998721,38.930308525165856,31.775606670252166,12.568711585953736,13.777812818876825,21.35788792311088,23.928544055760934,22.866036623363904,402,301,2,319,2.870328464452994e+18,2.4116510720680746,STAR
1232322112949563420,144.1070746082913,17.549524967564498,17.46461854341023,13.5404674015715,19.13559850127312,21.122851093256294,22.27471877746419,431,301,2,171,8.130877585175483e+18,4.126384290690993,GALAXY
1237073108822520555,162.02410146826475,24.5969906492227,14.995308671771294,15.075724347732226,24.405597367581663,14.387467596356288,13.19511151113585,1238,301,1,537,1.8635971040536433e+18,4.857682294402318,GALAXY
1238458983283347795,259.42078853574804,65.71204390611545,18.963442499606604,13.597415651661763,22.375945852102152,15.70285275561873,18.264750391915697,851,301,5,349,6.21150207730699e+18,3.5491691651738377,STAR
1235120995731319360,253.7484875900247,9.723921599084784,18.242707507598908,19.411167743539114,21.02738258188326,21.247040509650475,14.547852084726202,1220,301,4,300,8.078829247650484e+18,3.805194307836469,GALAXY
1239147786433613488,251.5321175523204,37.31111301158236,13.162625135918049,17.714512370801927,24.031626368597262,13.368843992997439,13.333140359146249,1330,301,2,45,8.124828579279521e+18,2.07411869445474,GALAXY
1232260606503726508,95.79379114571846,1.0765745951439212,16.813725844308113,19.182684553783808,14.084546504869849,14.12739094797957,19.212935904581116,1323,301,6,602,1.493996799961883e+18,3.164121866902361,STAR
1232397542214558071,257.79915768375093,10.906193685809571,17.537711407417476,18.787873042481586,16.887479844663176,26.494348583347733,20.434313048800362,777,301,2,686,7.573470865434154e+18,2.921733859713103,STAR
1232391016251492337,122.78049420196794,50.72209632944001,16.545100638594892,17.625215612507453,22.95824416964002,27.25730414737657,15.879115379858597,305,301,5,96,8.73154775669719e+18,5.204735181120814,STAR
1237557234253791377,222.66273720799893,17.089729946318485,16.11233740924209,13.941969512601275,13.320610942859599,11.088989983762115,11.708764234459329,852,301,3,695,7.476759004596899e+18,3.9172776600217056,GALAXY
1233861199604142372,62.51263219278094,66.96092315107963,13.82290460004753,16.922550914291694,24.160815538023424,25.662192773502436,15.81794986380915,1360,301,4,44,6.734439051971243e+18,1.4773666638888017,STAR
1231863226723328431,135.46996127346378,31.55964414585032,13.887254755369476,13.490390885082139,21.687021000238527,26.946230760806955,17.386327599881085,1280,301,5,192,5.039519533128845e+18,4.746450209160812,GALAXY
1235456605240622004,251.43504822415656,32.70737074746523,18.144065109140435,13.05980838808222,17.711328134230957,19.937571016596998,21.71859824492619,516,301,1,655,7.339120931841808e+18,2.8671209320730706,STAR
1237705296076781518,246.65191202470373,-2.349024028491326,12.149518284508456,17.060601935620852,16.40337776023282,18.63130864976257,18.881631805786746,830,301,3,330,5.583815603527905e+18,0.845467162710427,STAR
1230714992265859470,180.30118921099952,64.82645271914042,18.231280501644612,16.99700474830648,13.918883241108329,26.6195914374664,19.52595724486441,1135,301,4,136,4.036226529420212e+18,4.459337437200097,GALAXY
1239916703211380600,209.04920928337108,7.71904118456251,16.214389892313115,13.252977136155906,13.217755823681642,11.128063664525008,13.431575412647327,615,301,3,755,4.827853072559697e+18,2.8184132897835514,STAR
1238862664828102842,52.45952754380515,34.29886371316231,19.489781219078687,14.819421579583452,17.506729526493952,25.288259216194202,19.643259492317735,520,301,5,515,6.300681557936752e+18,0.42009996756091156,GALAXY
1233914520205242340,189.85795447000766,23.884246526987408,19.978572381783383,12.530249390854632,22.960280402076222,16.041793122731836,17.021898283913732,1041,301,4,12,5.425952102552247e+18,2.08898822037744,GALAXY
1233911752636620094,163.7488037005138,25.33768315435622,17.30787652087169,17.72586490948842,18.914056989447204,21.899757502734452,20.8449386328234,398,301,2,566,6.434448755616542e+18,2.6068020807357284,GALAXY
1237306450620509527,31.071037409314016,41.96091212063591,15.298057555361096,19.89996521118035,17.864934133697822,16.494366482082725,13.596433497292418,751,301,1,188,9.302214241736286e+18,1.4786177131915963,GALAXY
1232400564549466337,36.51606966059842,43.332473427750855,15.800687268485555,17.919249243400273,16.147552741014568,19.890060597665652,17.178348795781567,1242,301,3,88,2.6927022076570573e+18,1.5671666182092832,GALAXY
1230770314167148230,35.327791673317996,6.263068884641071,13.63372342121206,18.75321735660353,14.040348847148307,24.741391758064072,13.513725200915287,1403,301,6,722,9.431013228293538e+18,0.6933340238004775,GALAXY
1234176195995170375,190.5379475771186,31.469825677898132,12.793874591931848,15.810745938277755,24.871290832889894,14.081572280464322,14.430997395651472,388,301,1,107,7.95564646032675e+17,3.8003079669610806,STAR
1236437176027627356,43.71223247838826,52.70485378735555,16.63010714641708,12.764672649334003,12.334523709246719,22.286616523432155,20.986449012805764,1363,301,3,34,5.873449119115191e+18,0.2819801651801809,GALAXY
1234290561649841461,125.86853232084655,27.35991329931276,18.443960783732805,17.812852180042423,16.053606722566013,26.27172620413225,19.253531816446,992,301,3,90,8.864562117722396e+18,1.5084989557677149,STAR
1235809221713329394,97.95941508119495,7.103726370340349,14.094132141833706,14.052161601046517,22.00193278537176,26.317879045332727,19.741856501190263,1125,301,6,576,1.2386147636428762e+18,1.128473254066048,STAR
1233708966454729834,146.7270434740949,17.86483685043842,15.357222481962799,15.106351626060237,18.7672560311675,26.200055929150405,11.822448055586642,1085,301,3,209,9.380205950835347e+18,2.3978398007895154,GALAXY
1235305155742480247,186.0320747792895,10.503708179670124,16.438189294215846,17.624793999694745,16.08011371058588,19.813878396623036,19.745078705388007,541,301,1,75,8.722746705250734e+18,4.203540118367201,GALAXY
1239516298052517380,180.55007937977567,4.184675157783105,19.26318255976046,19.23827620956466,24.905610974019574,24.05092130496094,16.896885147420655,578,301,2,160,8.131996098619846e+18,1.5959776217275317,GALAXY
1234159472372621365,137.91101881042292,22.563422302780825,13.109049821296448,15.889992391993998,20.049205372150432,18.59658166998803,16.509725513504492,880,301,3,59,5.132094366340916e+18,4.670220085956917,GALAXY
1236504909287523030,125.01238814981714,34.488345753459484,13.895065349837301,19.692844584765293,15.837025181029473,18.822777582009724,15.95152314051378,530,301,5,598,2.2594076523282399e+18,4.638601892169774,GALAXY
1230330276960400403,108.24952997080919,0.31086134519411823,19.34824361428628,16.159228226352035,23.023390861621213,15.825522617481736,21.221538549503656,410,301,6,403,1.1168577589784721e+18,2.178703318757413,QSO
1231238308908607354,225.2013069727036,39.07910617265739,12.316284745237535,12.980083587705124,13.952133972976895,15.848866969869707,13.129567268345351,380,301,5,300,8.922921775270573e+17,4.435297963635237,STAR
1237857872410927953,91.37465482790654,67.49078413238135,17.24892507247887,16.14746996660318,18.026462972648922,11.643013473406084,20.769376373991868,1033,301,6,242,5.691492374171043e+18,1.5998869121100787,STAR
